nic_code,nic_description
47736,"retail sale of household fuel oil, bottled gas, coal and fuel wood"
47737,"retail sale of seeds, fertilisers, pesticides, machinery equipments and hand tools"
47738,activities of commercial art galleries
47739,"other retail sale of new goods in specialized stores n.e.c (weapons and ammunition, non food products)"
47740,retail sale of second-hand goods
47810,"retail sale via stalls and markets of food, beverages and tobacco products"
47820,"retail sale via stalls and markets of textiles, clothing and footwear"
47890,retail sale via stalls and markets of other goods
47911,retail sale via mail order houses
47912,retail sale via e-commerce
47990,"other retail sale not in stores, stalls or markets"
49110,passenger rail transport
49120,freight rail transport
49211,urban or suburban passenger bus transport (excluding chartered bus)
49212,urban or suburban tramways
49213,urban or suburban underground or elevated rillways
49219,other urban or suburban passenger transport n.e.c.
49221,long-distance bus services
49222,"charters, excursions and other occasional coach services"
49223,rental of private cars with driver
49224,taxi operation
49225,operation of school buses and buses for transport of employees
49226,passenger transport by man- or animal-drawn vehicles
49229,other non urban passenger land transport n.e.c.
49231,motorised road freight transport
49232,non-motorised road freight transport
49300,transport via pipeline
50111,sea and coastal ferry service
50112,"sea and coastal water cruise, water taxis and other sight seeing boats"
50113,sea and coastal long distance water transport
50119,other sea and coastal water transport n.e.c.
50120,sea and coastal freight water transport
50211,river ferry service
50212,"river cruise, water taxi, boat services"
50213,long distance river water transport
50219,other inland water transport n.e.c.
50220,inland freight water transport
51101,passenger airways
51102,helicopter services
51109,other passenger air-transport n.e.c
51201,freight air transport services
51202,launching of satellites and space vehicles and space transport
52101,warehousing of refrigerated (cold storage)
52102,warehousing non-refrigerated
52109,"storage and warehousing n.e.c.[includes general merchandise warehouses and warehousing of furniture, automobiles, gas and oil, chemicals, textiles etc. also included is storage of goods in foreign trade zones]"
52211,car parking including motorcycle and bicycle parking
52212,"support service at railway stations, bus stations, bridges etc."
52213,switching and shunting
52219,other land transport services n.e.c
52220,service activities incidental to water transportation
52231,"activities related to air transport of passengers, animals or freight"
52232,firefighting and fire-prevention services at airports
52241,cargo handling incidental to land transport
52242,cargo handling incidental to water transport
52243,cargo handling incidental to air transport
52291,activities of travel agents and tour operators
52292,activities of shipping cargo agents
52293,activities of movers and packers
52294,weighing of goods
53100,postal activities
53200,courier activities
55101,"hotels and motels, inns, resorts providing short term lodging facilities; includes accommodation in house boats"
55102,"provision of short term lodging facilities to members of a particular organisition such as govt. guest houses, company guest houses, circuit houses and similar establishments"
55109,"provision of short stay accommodation n.e.c. (e.g. holiday homes, private guest houses etc.)"
55200,"camping grounds, recreational vehicle parks and trailer parks"
55901,"accommodation provided by student residences, school dormitories"
55902,worker hostels and boarding houses
56101,restaurants without bars
56102,"cafeterias, fast-food restaurants and other food preparation in market stalls"
56103,"ice cream mobile vendors, mobile food carts"
56104,"restaurant and bar activities connected to transportation, when carried out by separate units"
56210,event catering
56291,activities of food service contractors (e.g. for transportation companies)
56292,"operation of canteens or (e.g. for factories, offices, hospitals or schools) on a concession basis"
56301,bars and restaurants with bars
56302,tea/coffee shops
56303,fruit juice bars
56304,mobile beverage vendors
58111,"publishing of books, brochures, leaflets and similar publications, including publishing encyclopedias (including on cd-rom)"
58112,"publishing of atlases, maps and charts"
58113,publishing of audio books
58121,publishing of mailing lists and telephone directories
58122,"publishing of other directories and compilations, such as case law, pharmaceutical compendia etc."
58131,publishing of newspapers
58132,publishing of journals and periodicals
58191,on-line publishing of statistics and other information
58199,other publishing activities (including on-line) n.e.c.
58201,publishing of operating systems and system software
58202,publishing of operating business and other applications
58203,publishing of computer games for all platforms
59111,production of motion picture
59112,video production
59113,production of television programmes or television commercials
59121,post production activities of motion pic
59122,post production activities of television programmes or television commercials
59123,post production activities of video production
59131,motion picture distribution
59132,"distribution of video tapes, cd and dvds"
59133,distribution of television programme
59141,"motion picture or video tape projection in cinemas, in the open air or in other projection facilities"
59142,activities of cine-clubs
59201,activities of sound recording in studio or elsewhere
59202,activities of misic publishing
60100,radio broadcasting
61101,"activities of basic telecom services: telephone, telex and telegraph (includes the activities of std/isd booths)"
61102,maintenance of telecom network
61103,activities of the cable operators
61104,activities of providing internet access by the operator of the wired infrastructure
61201,activities of internet access by the operator of the wireless infrastructure
61202,"activities of maintaining and operating pageing, cellur and other tetecommunication networks"
61209,activities of other wireless telecommunications activities
61301,activity of internet access by the operator of the satellite infrastructure
61309,other satellite telecommunications activities
61900,other telecommunications activities
62011,"writing , modifying, testing of computer program to meet the needs of a particular client excluding web-page designing"
62012,web-page designing
62013,providing software support and maintenance to the clients
62020,computer consultancy and computer facilities management activities
62091,software installation
62092,computer disaster recovery
62099,other information technology and computer service activities n.e.c
63111,data processing activities including report writing
63112,web hosting activities
63113,providing general time-share mainframe facilities to clients
63114,providing data entry services
63119,"other data processing, hosting and related activities n.e.c."
63121,operation of web sites that use a search engine to generate and maintain extensive databases of internet addresses and content in an easily searchable format
63122,"operation of other websites that act as portals to the internet, such as media sites providing periodically updated content"
63910,news agency activities
63991,telephone based information services
63992,activities of cyber cafã©
63999,other information service activities n.e.c.
64110,central banking
64191,"monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses"
64192,activities of specialized institutions granting credit for house purchases that also take deposits
64199,other monetary intermediation services n.e.c.
64200,activities of holding companies
64300,"trusts, funds and other financial vehicles"
64910,financial leasing
64920,other credit granting
64990,"other financial service activities, except insurance and pension funding activities"
65110,life insurance
65120,non-life insurance
65020,reinsurance
65300,pension funding
66110,administration of financial markets
66120,security and commodity contracts brokerage
66190,activities auxiliary to financial service activities n.e.c.
66210,risk and damage evaluation
66220,activities of insurance agents and brokers
66290,other activities auxiliary to insurance and pension funding
66301,management of mutual funds
66302,management of pension funds
66309,management of other investment funds
68100,real estate activities with own or leased property
68200,real estate activities on a fee or contract basis
69100,legal activities
69201,"accounting, bookkeeping and auditing activities"
69202,tax consultancy
70100,activities of head offices
70200,management consultancy activities
71100,architectural and engineering activities and related technical consultancy
71200,technical testing and analysis
72100,research and experimental development on natural sciences and engineering
72200,research and experimental development on social sciences and humanities
73100,advertising
73200,market research and public opinion polling
74101,"fashion design related to textiles, wearing apparel, shoes, jewelry, furniture and other fashion goods as well as other personal or household goods"
74102,activities of interior decorators
74103,services of graphic designers
74109,other specialized design activities n.e.c.
74201,commercial and consumer photograph production
74202,photographic film processing
74203,activities of photojournalists
74204,microfilming of documents
74209,other photographic activities
74901,business brokerage activities
74902,patent brokerage activities
74903,weather forecasting activities
74904,security consulting
74909,"other professional, scientific and technical activities n.e.c."
75000,veterinary activities
77100,renting and leasing of motor vehicles
77210,renting and leasing of recreational and sports goods
77220,renting of video tapes and disks
77291,"renting of tent, furniture, pottery and glass, kitchen and tableware, utensils, household electrical and electronic equipments etc."
77292,"renting of books, journals and magazines"
77293,"renting of jewellery, musical instruments, scenery and costumes"
77294,"renting of textiles, wearing apparel, footwear, sleeping bag, rucksack, household goods"
77299,renting of other personal and household goods n.e.c.
77301,"renting and operational leasing, without operator, of other machinery and equipment that are generally used as capital goods by industries"
77302,renting and operational leasing of agricultural and forestry machinery and equipment without operator
77303,renting and operational leasing of construction and civil-engineering machinery and equipment without operator
77304,renting and operational leasing of office machinery and equipment without operator
77305,renting and operational leasing of land-transport equipment (other than motor vehicles) without drivers
77306,renting and operational leasing of water-transport equipment without operator
77307,renting and operational leasing of air transport equipment without operator
77308,"renting of other tangible goods with out operator (includes renting of containers, pallets, animals etc.)"
77309,renting and leasing of other machinery and equipment n.e.c. without operator
77400,leasing of nonfinancial intangible assets
78100,activities of employment placement agencies
78200,temporary employment agency activities
78300,human resources provision and management of human resources functions
79110,travel agency activities
79120,tour operator activities
79900,other reservation service and related activities
80100,private security activities
80200,security systems service activities
80300,investigation activities
81100,combined facilities support activities
81210,general cleaning of buildings
81291,"cleaning of trains buses, planes etc."
81292,cleaning of industrial machinery
81299,other building and industrial cleaning activities
81300,landscape care and maintenance service activities
82110,combined office administrative service activities
82191,"photocopying, duplicating and bluprinting services"
82192,"document preparation, typing, word processing and desktop publishing services"
82199,other specialised office support services activities
82200,activities of call centres
82300,organization of conventions and trade shows
82910,activities of collection agencies and credit bureaus
82920,packaging activities
82990,other business support service activities n.e.c.
84111,general public service activities relating to executive
84112,general public service activities relating to legislation
84119,general public service activities n.e.c.
84121,regulatory agencies relating to health
84122,regulatory agencies relating to education
84129,regulatory agencies relating to other social services n.e.c. excluding social security
84130,regulation of and contribution to more efficient operation of businesses
84210,foreign affairs
84220,defence activities
88230,public order and safety activities
84300,compulsory social security activities
85101,pre-primary education (education preceding the first level)
85102,primary education (education at the first level)
85103,provision of literacy programmes for adults at primary level
85104,special education for handicapped students at primary lavel
85109,other primary education activities n.e.c.
85211,general school education in the first stage of the secondary level (up to x th standard) without any special subject pre-requisite
85212,"general school education in the second stage of the secondary level (senior/higher secondary) giving, in principle, access to higher education"
85213,special education for handicapped students at first stage or second stage of secondary level
85221,technical and vocational education below the level of higher education except for handicapped
85222,technical and vocational education for handicapped students below the level of higher education
85223,professional motor driving school
85301,"higher education in science, commerce, humanity and fine arts leading to a university degree or equivalent"
85302,higher education in engineering / other technical courses leading to a university degree or equivalent
85303,higher education in medical/bio-technology and related courses leading to a university degree or equivalent
85304,higher education in management courses leading to a degree or equivalent
85305,higher education in law leading to a degree or equivalent
85306,higher education in other professional/ vocational courses leading to a degree or equivalent
85307,higher education not leading to a degree or equivalent
85410,sports and recreation education
85420,cultural education
85491,academic tutoring services
85492,professional examination review courses
85493,flying school
95494,motor driving school (non-professional)
85499,other educational services n.e.c.
85500,educational support services
86100,hospital activities
86201,medical practice activities
86202,dental practice activities
86901,activities of ayurveda practitioners
86902,activities of unani practitioners
86903,activities of homeopaths
86904,"activities of nurses, masseures, physiotherapists or other para-medical practitioners"
86905,activities of independent diagnostic/pathological laboratories
86906,activities of independent blood banks
86909,other human health activities n.e.c. (including independent ambulance activities)
87100,nursing care facilities
87200,"residential care activities for mental retardation, mental health and substance abuse"
87300,residential care activities for the elderly and disabled
87900,other residential care activities n.e.c.
88100,social work activities without accommodation for the elderly and disabled
88900,other social work activities without accommodation n.e.c.
90001,stage production and related activities
90002,operation of concert and theatre halls and other arts facilities
90003,"activities of sculptors, painters, cartoonists, engravers, etchers etc."
90004,"activities of individual writers, for all subjects including fictional writing, technical writing etc."
90005,activities of independent journalists
90006,activities of restoring of works of art such as paintings etc.
90009,other creative arts and and entertainment activities
91010,library and archives activities
91020,museums activities and operation of historical sites and buildings
91030,botanical and zoological gardens and nature reserves activities
92001,wholesale of lottery tickets
92002,retail sale of lottery tickets
92009,other gambling and betting activities
93110,operation of sports facilities
93120,activities of sports clubs
93190,other sports activities
93210,activities of amusement parks and theme parks
93290,other amusement and recreation activities n.e.c.
94110,activities of business and employers membership organisations
94120,activities of professional membership organizations
94200,activities of trade unions
94910,activities of religious organizations
94920,activities of political organizations
94990,activities of other membership organizations n.e.c.
95111,repair and maintenance of computer and peripheral equipment
95112,"repair and maintenance of automated terminals like automatic teller machines, point-of-sale (pos) terminals, not mechanically operated"
95120,repair of communication equipment
95210,repair of consumer electronics
95221,"repair and servicing of household appliances ( refrigerators, stoves, washing machines, clothes dryers, room air conditioners, etc. )"
95222,"repair and servicing of home and garden equipment such lawn mowerrs, edg.ers, trimmers etc"
95230,repair of footwear and leather goods
95240,repair of furniture and home furnishings
95291,repair of bicycles
95292,repair and alteration of clothing
95293,repair and alteration of jewellery
95294,"repair of watches, clocks and their parts"
95295,repair of musical instruments
95299,repair of other personal and household goods n.e.c.
96010,washing and (dry-) cleaning of textile and fur products
96020,hairdressing and other beauty treatment
96030,funeral and related activities
96091,"social activities such as escort services, marriage bureaus"
96092,"pet care services such as boarding, grooming and training pets etc."
96903,"shoe shiners, porters, valet car parkers etc."
96904,"coin-operated personal service machines such as photo booths, weighing machines, blood pressure checking machines etc."
96905,"activities of sauna and steam baths, massage salons etc."
96906,astrological and spiritualists' activities
96907,"activities of aaya, dhai, governess, baby sitter etc."
96908,"general household maintenance activities like grooming of the floor, dusting, cleaning of utensils etc."
97000,activities of households as employers of domestic personnel
98100,undifferentiated goods-producing activities of private households for own use
98200,undifferentiated service-producing activities of private households for own use
99000,activities of extraterritorial organizations and bodies
