nic_code,nic_description
90004,"Activities of individual writers, for all subjects including fictional writing,"
90005,Activities of independent journalists
90006,Activities of restoring of works of art such as paintings etc.
90009,Other creative arts and and entertainment activities
91010,Library and archives activities
91020,Museums activities and operation of historical sites and buildings
91030,Botanical and zoological gardens and nature reserves activities
92001,Wholesale of lottery tickets
92002,Retail sale of lottery tickets
92009,Other gambling and betting activities
93110,Operation of sports facilities
93120,Activities of sports clubs
93190,Other sports activities
93210,Activities of amusement parks and theme parks
93290,Other amusement and recreation activities n.e.c.
94110,Activities of business and employers membership organisations
94120,Activities of professional membership organizations
94200,Activities of trade unions
94910,Activities of religious organizations
94920,Activities of political organizations
94990,Activities of other membership organizations n.e.c.
95111,Repair and maintenance of computer and peripheral equipment
95112,Repair and maintenance of automated terminals like automatic teller
95120,Repair of communication equipment
95210,Repair of consumer electronics
95221,"Repair and servicing of household appliances ( refrigerators, stoves, washing"
95222,"Repair and servicing of home and garden equipment such lawn mowerrs,"
95230,Repair of footwear and leather goods
95240,Repair of furniture and home furnishings
95291,Repair of bicycles
95292,Repair and alteration of clothing
95293,Repair and alteration of jewellery
95294,"Repair of watches, clocks and their parts"
95295,Repair of musical instruments
95299,Repair of other personal and household goods n.e.c.
96010,Washing and (dry-) cleaning of textile and fur products
96020,Hairdressing and other beauty treatment
96030,Funeral and related activities
96091,"Social activities such as escort services, marriage bureaus"
96092,"Pet care services such as boarding, grooming and training pets etc."
96903,"Shoe shiners, porters, valet car parkers etc."
96904,"Coin-operated personal service machines such as photo booths, weighing"
96905,"Activities of sauna and steam baths, massage salons etc."
96906,Astrological and spiritualists’ activities
96907,"Activities of aaya, dhai, governess, baby sitter etc."
96908,"General household maintenance activities like grooming of the floor, dusting,"
97000,Activities of households as employers of domestic personnel
98100,Undifferentiated goods-producing activities of private households for own
98200,Undifferentiated service-producing activities of private households for own
99000,Activities of extraterritorial organizations and bodies
